date,region,category,product_name,text,label
26-08-2025,AE,chair,QuickSit Chair,I great the QuickSit Chair. Great for my chair needs.,positive
21-08-2025,IN,chair,ComfyDining Chair,I perfect the ComfyDining Chair. Great for my chair needs.,positive
09-08-2025,IN,chair,ComfyDining Chair,This ComfyDining Chair is broken. Very unhappy.,negative
25-08-2025,ZA,chair,ComfyDining Chair,This ComfyDining Chair is late delivery. Very unhappy.,negative
04-09-2025,IN,chair,ComfyDining Chair,ComfyDining Chair - dimensions.,neutral
21-08-2025,AU,chair,ComfyDining Chair,ComfyDining Chair - available.,neutral
01-09-2025,CA,chair,ComfyDining Chair,This ComfyDining Chair is late delivery. Very unhappy.,negative
04-10-2025,FR,chair,ComfyDining Chair,This ComfyDining Chair is disappointing. Very unhappy.,negative
17-08-2025,ZA,chair,ComfyDining Chair,I excellent the ComfyDining Chair. Great for my chair needs.,positive
09-09-2025,AU,chair,ComfyDining Chair,ComfyDining Chair - dimensions.,neutral
30-08-2025,FR,chair,ComfyDining Chair,I comfortable the ComfyDining Chair. Great for my chair needs.,positive
20-10-2025,FR,chair,StackIt Chair,I high quality the StackIt Chair. Great for my chair needs.,positive
07-10-2025,CA,chair,StackIt Chair,I excellent the StackIt Chair. Great for my chair needs.,positive
12-08-2025,AE,chair,StackIt Chair,This StackIt Chair is poor quality. Very unhappy.,negative
16-09-2025,US,chair,StackIt Chair,I best purchase the StackIt Chair. Great for my chair needs.,positive
08-10-2025,DE,chair,StackIt Chair,I great the StackIt Chair. Great for my chair needs.,positive
18-10-2025,CA,chair,StackIt Chair,I well-made the StackIt Chair. Great for my chair needs.,positive
01-09-2025,GB,chair,StackIt Chair,StackIt Chair - received.,neutral
06-09-2025,ZA,chair,StackIt Chair,I love the StackIt Chair. Great for my chair needs.,positive
07-10-2025,US,chair,StackIt Chair,I high quality the StackIt Chair. Great for my chair needs.,positive
29-10-2025,AE,chair,StackIt Chair,StackIt Chair - dimensions.,neutral
20-08-2025,US,table,StudySleek Table,I love the StudySleek Table. Great for my table needs.,positive
30-08-2025,ZA,table,StudySleek Table,I happy with the StudySleek Table. Great for my table needs.,positive
01-10-2025,CA,table,StudySleek Table,StudySleek Table - price.,neutral
10-10-2025,AE,table,StudySleek Table,This StudySleek Table is poor quality. Very unhappy.,negative
18-09-2025,SG,table,StudySleek Table,I stylish the StudySleek Table. Great for my table needs.,positive
06-10-2025,US,table,StudySleek Table,This StudySleek Table is worst. Very unhappy.,negative
16-09-2025,FR,table,StudySleek Table,I best purchase the StudySleek Table. Great for my table needs.,positive
31-08-2025,AE,table,StudySleek Table,I love the StudySleek Table. Great for my table needs.,positive
31-07-2025,US,table,StudySleek Table,StudySleek Table - delivery update.,neutral
15-08-2025,IN,table,StudySleek Table,I best purchase the StudySleek Table. Great for my table needs.,positive
02-09-2025,SG,table,CoffeeCraft Table,CoffeeCraft Table - received.,neutral
11-09-2025,SG,table,CoffeeCraft Table,I stylish the CoffeeCraft Table. Great for my table needs.,positive
26-09-2025,DE,table,CoffeeCraft Table,I excellent the CoffeeCraft Table. Great for my table needs.,positive
03-09-2025,DE,table,CoffeeCraft Table,CoffeeCraft Table - ordered.,neutral
10-10-2025,SG,table,CoffeeCraft Table,CoffeeCraft Table - price.,neutral
27-08-2025,GB,table,CoffeeCraft Table,CoffeeCraft Table - ordered.,neutral
28-10-2025,AU,table,CoffeeCraft Table,I best purchase the CoffeeCraft Table. Great for my table needs.,positive
28-08-2025,CA,table,CoffeeCraft Table,CoffeeCraft Table - ordered.,neutral
24-10-2025,FR,table,CoffeeCraft Table,This CoffeeCraft Table is broken. Very unhappy.,negative
14-10-2025,GB,table,CoffeeCraft Table,This CoffeeCraft Table is cheap. Very unhappy.,negative
21-10-2025,GB,table,DinnerDelight Table,I great the DinnerDelight Table. Great for my table needs.,positive
14-09-2025,FR,table,DinnerDelight Table,I great the DinnerDelight Table. Great for my table needs.,positive
06-09-2025,AU,table,DinnerDelight Table,I comfortable the DinnerDelight Table. Great for my table needs.,positive
21-08-2025,IN,table,DinnerDelight Table,I excellent the DinnerDelight Table. Great for my table needs.,positive
28-08-2025,CA,table,DinnerDelight Table,I love the DinnerDelight Table. Great for my table needs.,positive
21-08-2025,ZA,table,DinnerDelight Table,DinnerDelight Table - inquiry.,neutral
20-09-2025,AE,table,DinnerDelight Table,I love the DinnerDelight Table. Great for my table needs.,positive
13-10-2025,GB,table,DinnerDelight Table,This DinnerDelight Table is missing parts. Very unhappy.,negative
19-10-2025,DE,table,DinnerDelight Table,I excellent the DinnerDelight Table. Great for my table needs.,positive
01-08-2025,DE,table,DinnerDelight Table,This DinnerDelight Table is worst. Very unhappy.,negative
21-10-2025,FR,table,CraftWork Table,CraftWork Table - color options.,neutral
05-08-2025,SG,table,CraftWork Table,This CraftWork Table is bad. Very unhappy.,negative
17-08-2025,US,table,CraftWork Table,This CraftWork Table is worst. Very unhappy.,negative
29-10-2025,IN,table,CraftWork Table,CraftWork Table - dimensions.,neutral
23-08-2025,GB,table,CraftWork Table,I great the CraftWork Table. Great for my table needs.,positive
11-10-2025,AU,table,CraftWork Table,I comfortable the CraftWork Table. Great for my table needs.,positive
20-08-2025,IN,table,CraftWork Table,I stylish the CraftWork Table. Great for my table needs.,positive
01-10-2025,AU,table,CraftWork Table,I stylish the CraftWork Table. Great for my table needs.,positive
21-08-2025,DE,table,CraftWork Table,CraftWork Table - specs.,neutral
16-08-2025,ZA,table,CraftWork Table,CraftWork Table - inquiry.,neutral
01-09-2025,AU,table,MultiFold Table,This MultiFold Table is bad. Very unhappy.,negative
25-10-2025,AU,table,MultiFold Table,I best purchase the MultiFold Table. Great for my table needs.,positive
26-10-2025,SG,table,MultiFold Table,I perfect the MultiFold Table. Great for my table needs.,positive
23-08-2025,CA,table,MultiFold Table,I excellent the MultiFold Table. Great for my table needs.,positive
27-08-2025,AU,table,MultiFold Table,MultiFold Table - received.,neutral
18-09-2025,SG,table,MultiFold Table,MultiFold Table - dimensions.,neutral
18-10-2025,GB,table,MultiFold Table,I best purchase the MultiFold Table. Great for my table needs.,positive
31-07-2025,DE,table,MultiFold Table,This MultiFold Table is broken. Very unhappy.,negative
09-08-2025,ZA,table,MultiFold Table,I comfortable the MultiFold Table. Great for my table needs.,positive
15-10-2025,SG,table,MultiFold Table,MultiFold Table - ordered.,neutral
25-10-2025,GB,table,FamilyTable Table,This FamilyTable Table is late delivery. Very unhappy.,negative
07-09-2025,GB,table,FamilyTable Table,I happy with the FamilyTable Table. Great for my table needs.,positive
19-10-2025,ZA,table,FamilyTable Table,I stylish the FamilyTable Table. Great for my table needs.,positive
20-10-2025,GB,table,FamilyTable Table,I perfect the FamilyTable Table. Great for my table needs.,positive
07-10-2025,AU,table,FamilyTable Table,I high quality the FamilyTable Table. Great for my table needs.,positive
17-10-2025,IN,table,FamilyTable Table,I comfortable the FamilyTable Table. Great for my table needs.,positive
29-09-2025,DE,table,FamilyTable Table,FamilyTable Table - ordered.,neutral
23-09-2025,DE,table,FamilyTable Table,FamilyTable Table - color options.,neutral
13-09-2025,FR,table,FamilyTable Table,I high quality the FamilyTable Table. Great for my table needs.,positive
29-10-2025,ZA,table,FamilyTable Table,I high quality the FamilyTable Table. Great for my table needs.,positive
25-09-2025,DE,table,CompactDesk Table,CompactDesk Table - received.,neutral
26-10-2025,AU,table,CompactDesk Table,I great the CompactDesk Table. Great for my table needs.,positive
16-08-2025,ZA,table,CompactDesk Table,I best purchase the CompactDesk Table. Great for my table needs.,positive
29-10-2025,SG,table,CompactDesk Table,I well-made the CompactDesk Table. Great for my table needs.,positive
25-09-2025,ZA,table,CompactDesk Table,I well-made the CompactDesk Table. Great for my table needs.,positive
05-10-2025,SG,table,CompactDesk Table,I best purchase the CompactDesk Table. Great for my table needs.,positive
03-10-2025,CA,table,CompactDesk Table,CompactDesk Table - price.,neutral
14-10-2025,AU,table,CompactDesk Table,I well-made the CompactDesk Table. Great for my table needs.,positive
27-09-2025,ZA,table,CompactDesk Table,I well-made the CompactDesk Table. Great for my table needs.,positive
06-09-2025,CA,table,CompactDesk Table,CompactDesk Table - price.,neutral
21-10-2025,AU,table,RusticWood Table,This RusticWood Table is not comfortable. Very unhappy.,negative
28-09-2025,GB,table,RusticWood Table,I great the RusticWood Table. Great for my table needs.,positive
05-10-2025,DE,table,RusticWood Table,RusticWood Table - color options.,neutral
25-10-2025,CA,table,RusticWood Table,I best purchase the RusticWood Table. Great for my table needs.,positive
19-08-2025,US,table,RusticWood Table,I comfortable the RusticWood Table. Great for my table needs.,positive
05-10-2025,ZA,table,RusticWood Table,I best purchase the RusticWood Table. Great for my table needs.,positive
03-08-2025,ZA,table,RusticWood Table,RusticWood Table - price.,neutral
24-10-2025,ZA,table,RusticWood Table,This RusticWood Table is missing parts. Very unhappy.,negative
13-10-2025,AE,table,RusticWood Table,I comfortable the RusticWood Table. Great for my table needs.,positive
19-09-2025,CA,table,RusticWood Table,RusticWood Table - ordered.,neutral
13-09-2025,SG,table,ClearSpace Table,I perfect the ClearSpace Table. Great for my table needs.,positive
21-09-2025,AE,table,ClearSpace Table,This ClearSpace Table is not comfortable. Very unhappy.,negative
17-09-2025,GB,table,ClearSpace Table,ClearSpace Table - available.,neutral
06-08-2025,US,table,ClearSpace Table,I excellent the ClearSpace Table. Great for my table needs.,positive
16-08-2025,AE,table,ClearSpace Table,I excellent the ClearSpace Table. Great for my table needs.,positive
29-08-2025,ZA,table,ClearSpace Table,I well-made the ClearSpace Table. Great for my table needs.,positive
28-10-2025,US,table,ClearSpace Table,This ClearSpace Table is bad. Very unhappy.,negative
09-09-2025,ZA,table,ClearSpace Table,ClearSpace Table - delivery update.,neutral
19-10-2025,GB,table,ClearSpace Table,I great the ClearSpace Table. Great for my table needs.,positive
03-09-2025,AU,table,ClearSpace Table,I excellent the ClearSpace Table. Great for my table needs.,positive
31-08-2025,SG,table,Minimalist Table,This Minimalist Table is not comfortable. Very unhappy.,negative
04-10-2025,SG,table,Minimalist Table,I stylish the Minimalist Table. Great for my table needs.,positive
03-09-2025,GB,table,Minimalist Table,I love the Minimalist Table. Great for my table needs.,positive
07-10-2025,CA,table,Minimalist Table,I comfortable the Minimalist Table. Great for my table needs.,positive
26-09-2025,SG,table,Minimalist Table,Minimalist Table - received.,neutral
23-10-2025,ZA,table,Minimalist Table,I comfortable the Minimalist Table. Great for my table needs.,positive
31-08-2025,US,table,Minimalist Table,Minimalist Table - price.,neutral
20-10-2025,GB,table,Minimalist Table,I comfortable the Minimalist Table. Great for my table needs.,positive
14-10-2025,DE,table,Minimalist Table,This Minimalist Table is late delivery. Very unhappy.,negative
23-09-2025,AU,table,Minimalist Table,Minimalist Table - received.,neutral
